hv_bus,lv_bus,r_pu,x_pu,vkv_base,vn_lv_kv,smva_base,pfe_kw,i0_percent,vk_percent,vkr_percent
480,496,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
492,508,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
493,509,1.22,5.157,10,0.4,1.0,1.3,0.13,5.3,0.236
494,510,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
489,505,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
490,506,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
491,507,1.22,5.157,10,0.4,1.0,1.3,0.13,5.3,0.236
483,499,1.22,5.157,10,0.4,1.0,1.3,0.13,5.3,0.236
484,500,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
485,501,1.22,5.157,10,0.4,1.0,1.3,0.13,5.3,0.236
481,497,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
482,498,2.19,9.26,10,0.4,0.63,0.8,0.126,6.0,0.236
486,502,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
487,503,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
488,504,1.22,5.157,10,0.4,1.0,1.3,0.13,5.3,0.236
495,511,2.39,10.76,10,0.4,0.4,0.475,0.113,4.0,0.23
